Date,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK
2001-02-28,0.01649685762475109,0.027906082840358785,0.018021143744858963,0.01824679818589687,0.019088219012341406,0.021547190268883732,0.04065932744744722,0.020583742761974454,0.02567404830214576,0.02430291018540384,0.02018367116531814,0.00975833647476421,0.026328420144006312,0.018309059778560396,0.010184513056305801,0.0281354111666806,0.009470901618202162,0.017450600175989876,0.021804830554807426,0.02354337568734883,0.016824059214113115,0.027386134975464573,0.019364392310407656,0.019427941765730226,0.01704848328385995,0.028429714748701762,0.026407964086711342,0.019642809819232044,0.016564054868563542,0.020854496105057966,0.010169909645504856,0.020925954796548973,,0.03101897504531901,,0.022283287445001992,0.018099137780803073,0.019501618463614614,0.030054445114611188,,0.011649049502384611,,0.033590120405732685,,,,,,,0.03320693043905588,0.02586247658190678,,,,0.06051981388934934,,,0.014471335881409217,,,0.03836022880880203,,0.04914386677335325,0.015612936372941477,,,0.011438989709381085,
2001-03-31,0.025346313542407687,0.0207656427879207,0.013961886385872018,0.02055894839956663,0.027417367764591687,0.027996976259037774,0.035606626078948156,0.0298874484593985,0.045125849123681144,0.03719831312569997,0.024763458718900896,0.014039085680757742,0.039847042026689504,0.021801201905999896,0.027624485472821887,0.03178244499686139,0.018826391758296906,0.020763455744540835,0.01824571929623282,0.01713295232277244,0.03698477289190756,0.031939497762627285,0.015567171266632327,0.018801033967092862,0.013409369278921831,0.020231167435262244,0.04127232449021805,0.039980676931535425,0.024496204693682095,0.041430310821167514,0.014983484542584535,0.04331903901350149,0.028130803433307695,0.044397092489633284,,0.01660419652467571,0.03262348524133147,0.028499912566095843,0.023681704328255816,,0.039576167242677034,,0.027544305990560933,,,,,,,0.030802834639436564,0.02071532581479823,,,,0.044020816208897404,,,0.026842339014787914,,,0.045560490632721135,,0.03682032347500032,0.012988743941858784,,,0.023491983761819858,
2001-04-30,0.016788696833872033,0.02330939411386834,0.01237388021446493,0.011211335863476248,0.027591159021868327,0.02749524784223545,0.027602765782512747,0.026856615337965375,0.04143327039140467,0.03910507163598889,0.021713948757419065,0.015676988966561726,0.029678839739012003,0.016960366589365256,0.029321706800153866,0.024428153737220924,0.01806190157235763,0.01576679359523835,0.031094580398059648,0.017319474492038408,0.029636628841773493,0.031518329971682114,0.016026933015272568,0.029545077544853818,0.015134167611218866,0.03469834060295416,0.035752154393686834,0.04223591506998913,0.023325169615002226,0.03340554128112147,0.01582759318503561,0.040436735926546896,0.03753817437132858,0.10864264721154636,,0.028683816720764768,0.02565291404911395,0.014760181597983413,0.014677356433529116,,0.026499512201222156,,0.02437584777265254,,,,,,,0.029649444619805156,0.023592129986590188,,,,0.04647722343666183,,,0.019563394999824096,,,0.04876693306588732,,0.051436606321638344,0.014434439221067246,,,0.020825248333619092,
2001-05-31,0.019212480295115793,0.021849463304514528,0.012094171323755499,0.009475384725902094,0.018865156756675685,0.01957275926073819,0.01937038264830907,0.02059603699024998,0.017996002920573517,0.024934075054919586,0.01939297453321145,0.008874625186205338,0.022067019730634456,0.012213664640848096,0.021083872425586576,0.022100615356866502,0.012425538413403533,0.010411081730600031,0.017599504432802678,0.01903145954141678,0.01752724224545811,0.024831837117419295,0.015527544340200972,0.011057821680950085,0.012126551199258134,0.026939292911046585,0.018535122387241778,0.024077332022996493,0.017386008877924766,0.030012508830572594,0.018449169531726376,0.029584128430318844,0.026714522883307747,0.058451206290479576,,0.03315907186482653,0.025554218244731745,0.01341005629892792,0.020781129744088047,,0.016936592166360537,,0.028401395130718793,,,,,,,0.02765630758715169,0.021558225488199554,,,,0.04608811051761144,,,0.016527693415814417,,,0.03639147894433186,,0.045726527385752905,0.019586234870443704,,,0.016648205893288907,
2001-06-30,0.023414665334320933,0.024600084414159586,0.013318013396888203,0.013893661889264095,0.016190600219750242,0.01309013410729789,0.039800824438030784,0.013459959466071638,0.02637136424291642,0.03037918983368576,0.018391869223452168,0.011048397276476694,0.018342855796879783,0.014309453749067587,0.022502881686369807,0.02219778199963602,0.02075191307159349,0.012088453521878758,0.015261078522787507,0.023983604972846937,0.0203985620801282,0.022086532019161536,0.010469534440632297,0.024485627848976912,0.016165954980474784,0.018757342037332942,0.023345584174061233,0.024718359902741426,0.023069801456325534,0.033605773330774205,0.014238398613352412,0.02327503652954793,0.027099191665263967,0.03690927612300486,,0.02061522115565097,0.027804748812236907,0.022883869552261037,0.020399223036508315,,0.015186010127477624,,0.028577863754342413,,,,,,,0.045165621814552456,0.018573004909158294,,,,0.04051789693369536,,,0.02264475513623388,,,0.014776004237609903,,0.0374655983870355,0.015931086463747954,,,0.015191506770166705,
2001-07-31,0.011007207049491964,0.011470049856133212,0.009444626548816061,0.011384623801172554,0.016300979253581194,0.015453290606011812,0.02350027467858476,0.015323632115628854,0.015014492780564742,0.02940142649196738,0.014119536388526747,0.00798535396737886,0.0247964932676922,0.012014201527746434,0.0166073797010387,0.022529272804197767,0.014274574396682211,0.011578044150927638,0.02050137138660616,0.008956685676894777,0.016361709339683582,0.02547632566560164,0.010138957831849229,0.0182854783704086,0.008040346781893422,0.022798314900588798,0.01524135334539077,0.01643131567139135,0.013518913533731068,0.025665329037393842,0.00883269471763738,0.020064241397787695,0.026663995862890127,0.024822197341292054,,0.024280691721759846,0.024893636197838277,0.014332442938959133,0.012159104834819004,,0.02316687554183378,,0.02235059282040947,,,,,,,0.024266431306806936,0.01904014577783608,,,,0.03611554595160592,,,0.012934691604253807,,,0.017145391248865473,,0.019598372763221777,0.014841502826863749,,,0.011618671233434092,
2001-08-31,0.0123174122997055,0.010611500206363814,0.009338202260768437,0.010573798692101736,0.021499985066365333,0.00854582567060726,0.0378381865880925,0.019699510801416287,0.01899168115452409,0.028075307916192737,0.019977043774551312,0.010202656552470307,0.02064269396536191,0.008505212317565838,0.022654037492529776,0.027088055030891345,0.01741992321731792,0.007868006258948032,0.020625956718983277,0.012161282155785904,0.013574767194531684,0.03978158211002869,0.012824245282321532,0.027327867847167116,0.010860011369959541,0.020482648403063797,0.018183037603337067,0.04160893871070615,0.014934756379124118,0.04024002413417927,0.017806105537510577,0.03704604226712884,0.021866764615366654,0.04109002351796757,,0.023557222095297866,0.02070218493238097,0.007792948595011135,0.01921587936892932,,0.024326687277965334,,0.022530264531622293,,,,,,,0.02899254231211738,0.024412384304977525,,,,0.02801199720790275,,,0.008042977184980774,,,0.024044191929206087,,0.021578060455262265,0.0214532776299682,,,0.024897599949421374,
2001-09-30,0.03156156824809328,0.03269739730773003,0.018748423966791352,0.023334006756658834,0.034224553329762944,0.033512603295088296,0.04848957036006508,0.043947595417823136,0.048682283377102946,0.05763997907906479,0.043664102835792744,0.01847685251453952,0.031351584379523345,0.024569518889465344,0.04056576583904399,0.056375878108175966,0.05698362831971356,0.01956550441364041,0.043154650841370795,0.03285218430285945,0.03867213913816051,0.040708446355693914,0.040094226631429544,0.054221817874521516,0.015603561781540274,0.04429704509628482,0.0381710387308114,0.04822895116101806,0.027684086227093566,0.055212872236046,0.03305554282984743,0.043110211117895814,0.02986746999545653,0.07122770017977335,,0.049268164940533744,0.04314024800713186,0.018287418129522667,0.045574860072610156,,0.05554687658967665,,0.04157120637494169,,,,,,,0.07619041543810362,0.025393482239074287,,,,0.06278812290130265,,,0.020990227604181528,,,0.04425903778453328,,0.04854117547658057,0.028343418679724668,,,0.03953362281279939,
2001-10-31,0.015920679458704342,0.022791460408322882,0.01619568097033895,0.016146164135925893,0.029707696708320665,0.02752230021444236,0.0321974464303939,0.026756389701096242,0.03895965915262287,0.04839218772692297,0.026119939107498807,0.005419051064168204,0.026585569566672382,0.019481096097284323,0.03246915337378033,0.03345684569704377,0.037497124992117256,0.01073458919946016,0.018881398945377305,0.02461612840648305,0.030184463951235103,0.04050011478828592,0.023357341305429914,0.040133463176302515,0.015010650037270494,0.027920330143722884,0.02998168413266882,0.03812877340436025,0.015477645946855176,0.0488138245271027,0.020013359288107938,0.036080710039349276,0.01941331223265314,0.036814938795151436,,0.02079470241667361,0.022386868436903296,0.030137987385971544,0.019110685083731278,,0.03411769969632226,,0.023486521707868458,,,,,,,0.03388034494411736,0.019968450776682987,,,,0.03453613036632107,,,0.01202982844656457,,,0.02204741675745954,,0.027506160941765095,0.027098802511880064,,,0.02182303589547103,
2001-11-30,0.019833125344730498,0.018880895739085943,0.006360987502537029,0.013100522937510448,0.02546902044862207,0.020197659573819693,0.03819120019420922,0.024340337454713708,0.03486162390301661,0.038021294620685105,0.022071316404915397,0.005446073856812164,0.023039391201324814,0.013727756196215652,0.02267314908316964,0.03661491962338739,0.02493358155292931,0.01018626231894055,0.010957641141884885,0.012907077694575653,0.022300546332872935,0.03568474840546831,0.008138437025575988,0.03907778667841205,0.012169163739819657,0.020951418656159834,0.02907796267959872,0.02702614058525568,0.015269388607226722,0.0341038376014626,0.01864253891474319,0.02715076576558488,0.02292601590754371,0.02650835094472579,,0.020055867545629602,0.017465753256748068,0.015196088253287478,0.022587019957447257,,0.024412727981415607,,0.016766054677827488,,,,,,,0.030505967848040456,0.019336870344315138,,,,0.02931211791900191,,,0.022716704062348173,,,0.03322340965384218,,0.01906453837727561,0.02518593536802499,,,0.02233326444570981,
